id,original_sequence,summary_sequence
319,"[1, 1, 20, 8, 1, 974, 97, 4806, 674, 20, 1912, 3396, 13, 618, 674, 41, 10, 2625, 1724, 7, 1488, 11, 3203, 4806, 674, 202, 8, 1, 677, 5, 2467, 1887, 22, 677, 64, 67, 2121, 7, 2885, 2, 51, 741, 1, 747, 13, 282, 2698, 6, 1194, 1, 1, 720, 830, 41, 64, 3601, 207, 1, 1453, 31, 133, 2, 2505, 3352, 8, 2481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 20, 8, 1, 974, 97, 4806, 674, 20, 1912, 3396, 13, 618, 674, 41, 10, 2625, 1724, 7, 1488, 11, 3203, 4806, 674, 202, 8, 1, 677, 5, 2467, 1887, 22, 677, 64, 67, 2121, 7, 2885, 2, 51, 741, 1, 747, 13, 282, 2698, 6, 1194, 1]"
320,"[4807, 9, 3, 31, 109, 5, 1, 2833, 17, 145, 1687, 6, 74, 53, 15, 2832, 2188, 19, 2833, 3008, 4770, 2, 92, 145, 259, 1153, 3, 4082, 817, 9, 7, 325, 1436, 988, 2, 2996, 17, 1175, 423, 32, 1441, 13, 642, 988, 4807, 1806, 4808, 1887, 11, 1025, 2, 1154, 3352, 1, 155, 17, 1241, 1, 615, 1423, 73, 31, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4807, 9, 3, 31, 109, 5, 1, 2833, 17, 145, 1687, 6, 74, 53, 15, 2832, 2188, 19, 2833, 3008, 4770, 2, 92, 145, 259, 1153, 3, 4082, 817, 9, 7, 325, 1436, 988, 2, 2996, 17, 1175, 423, 32, 1441, 13, 642, 988, 4807, 1806, 4808, 1887, 11, 1025]"
321,"[193, 1613, 9, 8, 1456, 193, 29, 41, 204, 4, 75, 972, 3731, 7, 1306, 437, 9, 10, 43, 257, 456, 104, 1613, 41, 1870, 366, 26, 853, 15, 193, 1613, 3732, 3733, 15, 2201, 1095, 1304, 1361, 4, 14, 3009, 7, 2017, 1639, 5, 720, 2, 51, 1145, 7, 8, 3734, 769, 5, 705, 298, 14, 2121, 7, 3735, 463, 4, 1232, 777, 81, 8, 362, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[193, 1613, 9, 8, 1456, 193, 29, 41, 204, 4, 75, 972, 3731, 7, 1306, 437, 9, 10, 43, 257, 456, 104, 1613, 41, 1870, 366, 26, 853, 15, 193, 1613, 3732, 3733, 15, 2201, 1095, 1304, 1361, 4, 14, 3009, 7, 2017, 1639, 5, 720, 2, 51, 1145, 7]"
322,"[601, 269, 9, 8, 75, 151, 4, 332, 3, 582, 5, 461, 2, 601, 10, 75, 151, 426, 277, 2164, 2185, 19, 324, 2190, 12, 541, 1151, 190, 19, 3607, 2976, 14, 3672, 437, 2202, 5, 1171, 1022, 1181, 67, 426, 277, 437, 1022, 1181, 1306, 14, 301, 19, 3536, 819, 461, 695, 53, 15, 1, 1, 2, 3736, 7, 63, 220, 7, 2101, 8, 1062, 2, 2201, 4809, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[601, 269, 9, 8, 75, 151, 4, 332, 3, 582, 5, 461, 2, 601, 10, 75, 151, 426, 277, 2164, 2185, 19, 324, 2190, 12, 541, 1151, 190, 19, 3607, 2976, 14, 3672, 437, 2202, 5, 1171, 1022, 1181, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,"[3, 3737, 4035, 9, 3, 282, 173, 39, 10, 3674, 1, 75, 151, 14, 9, 8, 592, 1, 75, 208, 4, 596, 67, 1, 10, 76, 1842, 2, 9, 129, 1, 19, 433, 78, 817, 12, 4403, 3166, 1051, 1816, 2533, 3, 180, 1589, 2077, 3, 3405, 7, 1047, 318, 1384, 7, 4, 1, 1, 4707, 64, 81, 3, 766, 268, 514, 4, 14, 1022, 1472, 8, 592, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3737, 4035, 9, 3, 282, 173, 39, 10, 3674, 1, 75, 151, 14, 9, 8, 592, 1, 75, 208, 4, 596, 67, 1, 10, 76, 1842, 2, 9, 129, 1, 19, 433, 78, 817, 12, 4403, 3166, 1051, 1816, 2533, 3, 180, 1589, 2077, 3, 3405, 7, 1047, 318]"
324,"[1440, 9, 3, 173, 69, 5, 148, 980, 2, 2635, 14, 526, 3, 146, 5, 232, 262, 3, 891, 5, 148, 2, 36, 1019, 135, 2, 2470, 980, 10, 439, 148, 2, 146, 1440, 164, 388, 5, 148, 2636, 1647, 3673, 2, 684, 3, 304, 48, 647, 135, 727, 2, 305, 963, 1429, 3, 771, 13, 41, 1019, 250, 2157, 7, 67, 8, 292, 5, 148, 12, 28, 586, 5, 980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1440, 9, 3, 173, 69, 5, 148, 980, 2, 2635, 14, 526, 3, 146, 5, 232, 262, 3, 891, 5, 148, 2, 36, 1019, 135, 2, 2470, 980, 10, 439, 148, 2, 146, 1440, 164, 388, 5, 148, 2636, 1647, 3673, 2, 684, 3, 304, 48, 647, 135, 727, 2]"
325,"[862, 9, 3, 120, 69, 5, 2633, 1, 958, 19, 3, 85, 2, 771, 115, 7, 250, 1708, 8, 1711, 1049, 9, 2397, 2, 42, 1583, 1190, 4810, 17, 42, 3628, 14, 170, 722, 356, 7, 566, 160, 2822, 48, 1095, 2633, 2, 1, 1, 2844, 174, 862, 2173, 2, 105, 862, 20, 66, 356, 10, 151, 313, 2, 205, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[862, 9, 3, 120, 69, 5, 2633, 1, 958, 19, 3, 85, 2, 771, 115, 7, 250, 1708, 8, 1711, 1049, 9, 2397, 2, 42, 1583, 1190, 4810, 17, 42, 3628, 14, 170, 722, 356, 7, 566, 160, 2822, 48, 1095, 2633, 2, 1, 1, 2844, 174, 862, 2173, 2]"
326,"[3, 3010, 29, 5, 420, 9, 8, 173, 39, 1088, 4, 3, 420, 12, 4811, 5, 8, 1255, 9, 2033, 318, 13, 36, 14, 3738, 7, 3, 126, 2, 1708, 14, 950, 366, 4, 126, 8, 1255, 9, 996, 824, 2, 318, 824, 14, 4812, 7, 8, 3011, 12, 236, 5, 1957, 10, 359, 22, 9, 8, 769, 5, 420, 189, 14, 4083, 173, 132, 1661, 3, 146, 5, 1142, 2, 3010, 11, 521, 12, 75, 2498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3010, 29, 5, 420, 9, 8, 173, 39, 1088, 4, 3, 420, 12, 4811, 5, 8, 1255, 9, 2033, 318, 13, 36, 14, 3738, 7, 3, 126, 2, 1708, 14, 950, 366, 4, 126, 8, 1255, 9, 996, 824, 2, 318, 824, 14, 4812, 7, 8, 3011, 12, 236]"
327,"[3, 821, 9, 8, 598, 29, 1088, 4, 3, 61, 5, 8, 65, 1769, 42, 2391, 126, 769, 12, 1011, 8, 2674, 3012, 1915, 4, 65, 773, 246, 32, 8, 2699, 300, 2871, 3012, 2966, 4, 65, 2488, 547, 12, 687, 246, 83, 10, 394, 34, 812, 957, 2, 502, 160, 1443, 642, 107, 11, 3, 2674, 3249, 4, 598, 2155, 64, 3739, 381, 102, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 821, 9, 8, 598, 29, 1088, 4, 3, 61, 5, 8, 65, 1769, 42, 2391, 126, 769, 12, 1011, 8, 2674, 3012, 1915, 4, 65, 773, 246, 32, 8, 2699, 300, 2871, 3012, 2966, 4, 65, 2488, 547, 12, 687, 246, 83, 10, 394, 34, 812, 957, 2, 502]"
328,"[1614, 23, 9, 8, 83, 299, 10, 21, 692, 2, 1017, 4, 164, 3, 61, 248, 2, 21, 316, 5, 65, 10, 89, 14, 2514, 333, 1485, 2, 1761, 7, 69, 36, 65, 9, 115, 7, 1996, 21, 3740, 118, 57, 59, 2, 381, 901, 27, 92, 334, 5, 96, 53, 15, 4007, 559, 691, 80, 2649, 2, 918, 1985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1614, 23, 9, 8, 83, 299, 10, 21, 692, 2, 1017, 4, 164, 3, 61, 248, 2, 21, 316, 5, 65, 10, 89, 14, 2514, 333, 1485, 2, 1761, 7, 69, 36, 65, 9, 115, 7, 1996, 21, 3740, 118, 57, 59, 2, 381, 901, 27, 92, 334, 5, 96]"
329,"[3, 39, 5, 10, 2314, 9, 3, 283, 5, 1, 48, 199, 12, 300, 1799, 2848, 12, 65, 1, 10, 8, 556, 1, 12, 1614, 14, 9, 8, 480, 4387, 598, 370, 115, 13, 1, 12, 1, 220, 7, 1666, 457, 4084, 139, 4813, 706, 8, 679, 12, 3363, 8, 246, 300, 680, 9, 8, 1511, 2, 1, 1914, 5, 65, 89, 129, 8, 2956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 39, 5, 10, 2314, 9, 3, 283, 5, 1, 48, 199, 12, 300, 1799, 2848, 12, 65, 1, 10, 8, 556, 1, 12, 1614, 14, 9, 8, 480, 4387, 598, 370, 115, 13, 1, 12, 1, 220, 7, 1666, 457, 4084, 139, 4813, 706, 8, 679, 12, 3363, 8]"
330,"[153, 1614, 23, 4814, 9, 28, 730, 417, 4, 1577, 65, 15, 8, 84, 5, 21, 283, 4814, 3140, 2156, 7, 566, 36, 21, 57, 1, 1, 2, 686, 20, 1, 1, 2, 1, 6, 699, 2, 1, 10, 3, 21, 2, 80, 316, 14, 646, 598, 481, 53, 15, 2441, 610, 2, 1924, 61, 7, 3236, 1889, 3510, 2, 4815, 60, 10, 80, 2649, 12, 559, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[153, 1614, 23, 4814, 9, 28, 730, 417, 4, 1577, 65, 15, 8, 84, 5, 21, 283, 4814, 3140, 2156, 7, 566, 36, 21, 57, 1, 1, 2, 686, 20, 1, 1, 2, 1, 6, 699, 2, 1, 10, 3, 21, 2, 80, 316, 14, 646, 598, 481, 53, 15]"
331,"[4708, 9, 3, 69, 5, 3, 104, 2, 4816, 219, 4, 63, 1186, 7, 1220, 89, 1, 2, 341, 65, 14, 1196, 1017, 343, 2, 991, 7, 761, 25, 34, 852, 957, 349, 166, 5, 1093, 4706, 123, 1213, 2, 3, 159, 302, 536, 65, 1486, 616, 3, 66, 1810, 5, 36, 65, 9, 1710, 10, 3, 26, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4708, 9, 3, 69, 5, 3, 104, 2, 4816, 219, 4, 63, 1186, 7, 1220, 89, 1, 2, 341, 65, 14, 1196, 1017, 343, 2, 991, 7, 761, 25, 34, 852, 957, 349, 166, 5, 1093, 4706, 123, 1213, 2, 3, 159, 302, 536, 65, 1486, 616, 3, 66, 1810]"
332,"[8, 3250, 10, 343, 9, 8, 102, 280, 12, 39, 4, 1170, 1271, 2, 1060, 46, 4085, 20, 159, 4086, 1109, 17, 1204, 135, 715, 154, 7, 56, 46, 1912, 2, 737, 1229, 88, 21, 4085, 1, 586, 4085, 437, 1427, 8, 1, 2, 32, 1, 4085, 64, 1724, 7, 1582, 10, 349, 2, 3188, 824, 141, 20, 3192, 2075, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 3250, 10, 343, 9, 8, 102, 280, 12, 39, 4, 1170, 1271, 2, 1060, 46, 4085, 20, 159, 4086, 1109, 17, 1204, 135, 715, 154, 7, 56, 46, 1912, 2, 737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,"[3, 66, 1688, 2039, 9, 8, 658, 102, 1230, 97, 154, 2697, 7, 3741, 12, 966, 11, 145, 2668, 62, 32, 3, 582, 5, 462, 1958, 773, 11, 794, 4817, 8, 1171, 982, 4818, 15, 4819, 4820, 426, 277, 3742, 3, 4821, 4822, 2841, 22, 1230, 9, 726, 658, 198, 154, 258, 43, 257, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 66, 1688, 2039, 9, 8, 658, 102, 1230, 97, 154, 2697, 7, 3741, 12, 966, 11, 145, 2668, 62, 32, 3, 582, 5, 462, 1958, 773, 11, 794, 4817, 8, 1171, 982, 4818, 15, 4819, 4820, 426, 277, 3742, 3, 4821, 4822, 2841, 22, 1230, 9, 726, 658, 198]"
334,"[3, 4823, 527, 9, 8, 21, 104, 974, 10, 41, 220, 20, 726, 3743, 7, 843, 2040, 7, 8, 4824, 198, 145, 154, 20, 1174, 3, 861, 5, 747, 9, 4825, 1316, 7, 3, 415, 5, 4826, 22, 527, 9, 51, 2088, 7, 3, 3013, 5, 900, 97, 533, 1171, 1, 726, 767, 7, 1047, 609, 141, 1, 4377, 4378, 514, 1, 14, 1437, 3, 1808, 639, 353, 1, 3744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4823, 527, 9, 8, 21, 104, 974, 10, 41, 220, 20, 726, 3743, 7, 843, 2040, 7, 8, 4824, 198, 145, 154, 20, 1174, 3, 861, 5, 747, 9, 4825, 1316, 7, 3, 415, 5, 4826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335,"[21, 1310, 9, 8, 1677, 969, 5, 42, 154, 44, 485, 190, 19, 2163, 219, 34, 1016, 1327, 1291, 407, 2, 57, 14, 9, 8, 863, 61, 4, 1107, 10, 686, 2, 466, 169, 7, 138, 2126, 69, 1310, 303, 226, 34, 537, 1672, 2, 57, 7, 279, 36, 98, 18, 20, 826, 2, 36, 141, 188, 90, 3014, 2, 21, 840, 27, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 1310, 9, 8, 1677, 969, 5, 42, 154, 44, 485, 190, 19, 2163, 219, 34, 1016, 1327, 1291, 407, 2, 57, 14, 9, 8, 863, 61, 4, 1107, 10, 686, 2, 466, 169, 7, 138, 2126, 69, 1310, 303, 226, 34, 537, 1672, 2, 57, 7, 279, 36, 98]"
